Artist
bob seger  the silver bullet band
donna summer
sergio mendes
duran duran
david bowie
golden earring
frida
the greg kihn band
eddy grant
thomas dolby
toto
prince
the pretenders
joe cocker and jennifer warnes
styx
lionel richie
after the fire
taco
marvin gaye
the human league
culture club
men without hats
toni basil
phil collins
journey
daryl hall  john oates
kenny rogers and sheena easton
prince
stray cats
billy joel
stevie nicks
billy joel
naked eyes
lionel richie
don henley
michael jackson and paul mccartney
kajagoogoo
adam ant
the clash
madness
men at work
duran duran
laura branigan
rick springfield
the tubes
laura branigan
styx
laura branigan
david bowie
the kinks
naked eyes
little river band
air supply
daryl hall  john oates
michael jackson
toto
christopher cross
bryan adams
kenny loggins
lionel richie
elton john
loverboy
men at work
culture club
debarge
sammy hagar
dionne warwick
journey
joe jackson
quarterflash
stray cats
champaign
shalamar
jackson browne
moving pictures
michael jackson
def leppard
musical youth
spandau ballet
frank stallone
eric clapton
stephen bishop
peabo bryson and roberta flack
tom petty and the heartbreakers
asia
joe jackson
earth wind  fire
prince
tina turner
paul mccartney and michael jackson
kenny loggins
phil collins
van halen
lionel richie
yes
ray parker jr
culture club
john waite
lionel richie
deniece williams
bruce springsteen
cyndi lauper
duran duran
cyndi lauper
pointer sisters
the romantics
laura branigan
prince and the revolution
daryl hall  john oates
thompson twins
kool  the gang
stevie wonder
rockwell
matthew wilder
nena
dan hartman
sheila e
steve perry
lionel richie
elton john
cyndi lauper
madonna
corey hart
billy idol
eurythmics
billy joel
night ranger
the cars
olivia newtonjohn
duran duran
huey lewis and the news
chicago
scandal
peabo bryson
pointer sisters
shannon
julio iglesias and willie nelson
billy ocean
genesis
lionel richie
elton john
huey lewis and the news
kenny rogers and dolly parton
pat benatar
rod stewart
mike reno and ann wilson
zz top
the jacksons
rick springfield
culture club
huey lewis and the news
the cars
madonna
bruce springsteen
quiet riot
irene cara
daryl hall  john oates
tracey ullman
billy joel
bananarama
wang chung
kc  the sunshine band
the pointer sisters
ray parker jr
michael jackson
madonna
ollie  jerry
john lennon
culture club
christopher cross
debarge
the police
john cougar mellencamp
ratt
the gogos
billy joel
kool  the gang
christine mcvie
shalamar
the rolling stones
john cafferty  the beaver brown band
duran duran
peter schilling
the cars
night ranger
billy squier
james ingram and michael mcdonald
wham featuring george michael
madonna
wham
foreigner
chaka khan
daryl hall  john oates
tears for fears
dire straits
madonna
aha
paul young
philip bailey and phil collins
reo speedwagon
starship
huey lewis and the news
simple minds
kool  the gang
john parr
glenn frey
usa for africa
tears for fears
stevie wonder
whitney houston
bryan adams
wham
new edition
jan hammer
billy ocean
teena marie
glenn frey
ready for the world
debarge
phil collins
the honeydrippers
duran duran
duran duran
chicago
the pointer sisters
pat benatar
commodores
howard jones
jack wagner
aretha franklin
corey hart
phil collins
sheena easton
whitney houston
survivor
diana ross
phil collins and marilyn martin
prince and the revolution
billy ocean
don henley
murray head
sting
animotion
tina turner
madonna
tina turner
tears for fears
harold faltermeyer
sade
mary jane girls
phil collins
cyndi lauper
bryan adams
bruce springsteen
til tuesday
kool  the gang
eurythmics
abc
paul mccartney
survivor
bryan adams
katrina and the waves
wham
julian lennon
julian lennon
power station
ashford  simpson
madonna
bruce springsteen
daryl hall  john oates
thompson twins
debarge
john cougar mellencamp
heart
david lee roth
kool  the gang
jermaine jackson
the time
bruce springsteen
tina turner
aretha franklin
sting
lionel richie
don henley
madonna
night ranger
sheena easton
dionne and friends dionne warwick gladys knight elton john and stevie wonder
lionel richie
klymaxx
patti labelle and michael mcdonald
mr mister
whitney houston
eddie murphy
survivor
mr mister
robert palmer
whitney houston
atlantic starr
gloria loring and carl anderson
peter cetera
pet shop boys
billy ocean
simple minds
heart
prince and the revolution
steve winwood
huey lewis and the news
simply red
peter gabriel
starship
the human league
nu shooz
berlin
falco
madonna
bon jovi
billy ocean
janet jackson
heart
glass tiger
madonna
belinda carlisle
level 42
bananarama
lionel richie
miami sound machine
cyndi lauper
kenny loggins
janet jackson
howard jones
sly fox
robert palmer
miami sound machine
the bangles
dire straits
boston
stacey q
the jets
orchestral manoeuvres in the dark
genesis
sade
inxs
stevie nicks
janet jackson
eddie money
jermaine stewart
lisa lisa and cult jam
the outfield
wham
scritti politti
james brown
john cougar mellencamp
el debarge
cameo
van halen
mike  the mechanics
tina turner
john cougar mellencamp
baltimora
mike  the mechanics
michael mcdonald
madonna
timex social club
dream academy
miami sound machine
zz top
the cars
rod stewart
sheila e
genesis
regina
arcadia
elton john
phil collins
rundmc
anita baker
moody blues
paul mccartney
starpoint
daryl hall
force mds
thompson twins
lionel richie
george michael
toto
stevie wonder
the bangles
heart
gregory abbott
whitney houston
starship
robbie nevil
whitesnake
bruce hornsby and the range
bob seger
bon jovi
